,MOB,AOB,FRP,AON,ORBvl,ORBm,ORBl,TT,PL,ILA,AId,DP,AIv,MOs,ACB:Nucleus_accumbens,OT,MOp,CLA:Claustrum,ACAd,MS:Medial_septal_nucleus,NDB:Diagonal_band_nucleus,LSr:Lateral_septal_nucleus_rostral_(rostroventral)_part,GU,LSv:Lateral_septal_nucleus_ventral_part,SSp_m,SI:Substantia_innominata,ACAv,MEPO:Median_preoptic_nucleus,MPO:Medial_preoptic_area,BST,MA:Magnocellular_nucleus,FS:Fundus_of_striatum,LPO:Lateral_preoptic_area,CP:Caudoputamen,PVpo:Periventricular_hypothalamic_nucleus_preoptic_part,MPN,LSc:Lateral_septal_nucleus_caudal_(caudodorsal)_part,EPd:Endopiriform_nucleus_dorsal_part,PIR,SF:Septofimbrial_nucleus,TRS:Triangular_nucleus_of_septum,AAA:Anterior_amygdalar_area,SSp_ul,AD,PT:Parataenial_nucleus,SSp_n,SBPV:Subparaventricular_zone,NLOT,AHN,PVH,RCH:Retrochiasmatic_area,AIp,AV:Anteroventral_nucleus_of_thalamus,GPe:Globus_pallidus_external_segment,COAa,SSp_ll,RE:Nucleus_of_reuniens,SSs,PVT:Paraventricular_nucleus_of_the_thalamus,VISC,RT:Reticular_nucleus_of_the_thalamus,VAL:Ventral_anterior-lateral_complex_of_the_thalamus,IA:Intercalated_amygdalar_nucleus,GPi:Globus_pallidus_internal_segment,RH:Rhomboid_nucleus,LHA:Lateral_hypothalamic_area,CM:Central_medial_nucleus_of_the_thalamus,PAA,SMT:Submedial_nucleus_of_the_thalamus,EPv:Endopiriform_nucleus_ventral_part,LD:Lateral_dorsal_nucleus_of_thalamus,VMH,TU:Tuberal_nucleus,MEA,MD,VM:Ventral_medial_nucleus_of_the_thalamus,ARH:Arcuate_hypothalamic_nucleus,BMA,VPL,CL:Central_lateral_nucleus_of_the_thalamus,SSp_bfd,SSp_tr,IMD:Intermediodorsal_nucleus_of_the_thalamus,DMH,BLA,AUDd,COAp,PA:Posterior_amygdalar_nucleus,AUDv,APN:Anterior_pretectal_nucleus,AUDp,AMv:Anteromedial_nucleus_ventral_part,CA1,CEA,MH:Medial_habenula,SUM,AMd:Anteromedial_nucleus_dorsal_part,LH:Lateral_habenula,VPM,PO:Posterior_complex_of_the_thalamus,LA:Lateral_amygdalar_nucleus,STN:Subthalamic_nucleus,VPMpc:Ventral_posteromedial_nucleus_of_the_thalamus_parvicellular_part,PH:Posterior_hypothalamic_nucleus,SPFm:Subparafascicular_nucleus_magnocellular_part,SPA:Subparafascicular_area,PF:Parafascicular_nucleus,LP:Lateral_posterior_nucleus_of_the_thalamus,CA2,PVp:Periventricular_hypothalamic_nucleus_posterior_part,PMd:Dorsal_premammillary_nucleus,LGd,LGv,CA3,VISam,SPFp:Subparafascicular_nucleus_parvicellular_part,RSPv,NPC:Nucleus_of_the_posterior_commissure,ECT,MPT:Medial_pretectal_area,DG,MGm:Medial_geniculate_complex_medial_part,NOT:Nucleus_of_the_optic_tract,POL:Posterior_limiting_nucleus_of_the_thalamus,VTA:Ventral_tegmental_area,PERI,RSPd,SNc:Substantia_nigra_compact_part,RSPagl,TR,MGv:Medial_geniculate_complex_ventral_part,VISal,TEa,SNr:Substantia_nigra_reticular_part,ENTl,VISl,VISp,PRE,PAR,ENTm,Isocortex_VISa,Isocortex_VISrl,Isocortex_Primary_somatosensory_area_unassigned_layer_,Isocortex_VISli,Cerebellar_Cortex_Lingula_(I),CENT2:Lobule_II,CENT3:Lobule_III,"CUL4,_5:Lobules_IV-V",Cerebellar_Cortex_Declive_(VI),Cerebellar_Cortex_Folium-tuber_vermis_(VII),Cerebellar_Cortex_Pyramus_(VIII),Cerebellar_Cortex_Uvula_(IX),Cerebellar_Cortex_Nodulus_(X),Cerebellar_Cortex_Simple_lobule,ANcr1:Crus_1,ANcr2:Crus_2,Cerebellar_Cortex_Paramedian_lobule,Cerebellar_Cortex_Copula_pyramidis,Cerebellar_Cortex_Paraflocculus,Cerebellar_Cortex_Flocculus,Cerebellar_Nuclei_Fastigial_nucleus,Cerebellar_Nuclei_Interposed_nucleus,Cerebellar_Nuclei_Dentate_nucleus,VeCB:Vestibulocerebellar_nucleus,Medulla_,Pons_,Midbrain_
SSp_ul,0.0,0.0,0.0,1.8044200088307223e-05,3.849196191605288e-05,0.0,1.924598095802644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.009204937829426248,0.0,0.0,0.525605007347435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14077932610984292,0.000927278807321573,0.0017237074571453492,0.0,0.0,2.2512382102573402e-05,0.0,1.924598095802644e-05,0.0,0.715131938979571,0.0,0.0,1.736945485164281e-06,0.0,0.0,0.0,0.0,3.919681373456353e-05,4.547891508694598,0.0,0.0,0.00572295301991502,0.0,0.00012484911041379495,0.0,0.0,0.0,0.0,0.0,0.011331515066376394,0.0,0.9533032778364825,0.0,0.10815114596541242,0.0,0.0024221331891584774,0.05879981107199885,0.010486074778849067,0.0,0.0033522023756311662,0.0,0.0,0.0,0.0,0.0,0.0,0.0018364038324505342,0.0,0.0,5.4077085615277465e-05,0.0,0.0012731971978882034,0.0,0.0,0.16964900054736165,0.0002333629205155062,0.12386064223748806,0.055903316393637506,0.0,0.0,0.010392829717334278,0.002576645290228333,0.0,0.0,0.004416044131992702,0.03226781761853412,0.0,0.0,0.007396747981490896,0.01816015844293835,0.0,0.0,0.0,0.0,0.09065454176359805,0.07789804202167068,0.0,0.00015202133645343202,0.0,0.0,0.0,0.0,0.013379127856927662,0.0008188215563497391,0.0,0.0,0.0,0.0,0.0,0.001087055757430163,0.0,0.0025040892146533872,0.00013577684894885552,0.0,0.0,0.0,9.306253285193578e-05,0.0007080498925025892,0.0,6.878486156239308e-05,1.8865608727145923e-05,0.0,0.0,0.00023243388147686003,0.0,0.0,0.0,0.0,0.0008771157624190229,0.02383954844700461,0.0,0.0,0.0,0.0,0.0,0.0,0.001961140314978553,0.00012956265348100252,0.15500178323735406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004605928079438353,0.10363548472483576,0.048522787661019
AD,0.0,0.0,7.367397954026716e-06,0.0,0.001047850878227968,6.82948487873227e-05,0.0001250484724283097,0.0,0.003065478202626646,6.375054874691723e-05,0.0,3.3379587665905325e-05,0.0,0.004231920758584699,0.0028727455421221943,2.216002099687999e-06,0.004286965843046431,1.8027890588972388e-08,0.012778561918359993,0.003706216102140626,0.0011600508678547056,0.0026251235109001295,0.0,0.011418155843137344,0.0,0.0017592657534928587,0.022617647758364005,0.0004358312201470197,0.01795774679669989,0.02078343420647174,0.0,0.0,0.002424078006821891,0.018996325470840576,0.00314971813019394,0.016790778462401176,0.0003141456539955052,0.0,0.0,0.0007829383021829299,0.0011577341729498754,0.0,0.0002652374357550541,0.1574129734108728,0.0012298762878298656,0.0,6.171207830953286e-05,0.0,0.003897298074129638,0.0006402723798022038,8.427682710189139e-05,0.0,0.1063967285216072,9.554782012155364e-07,0.0,0.0016610454877502637,0.00024446997394144917,0.0,0.00020562403982610404,0.0,0.04995913130337153,0.014855776645974003,0.0,0.0,2.238954235852978e-06,0.002521521064942452,3.2883242411171936e-05,0.0,9.614874980785274e-08,0.0,0.04013004825486381,1.7356902630028343e-05,0.0007948069109477492,5.540005249219997e-07,0.15060041482772402,8.555149495527069e-06,0.0,0.0,8.279810989684477e-05,0.02290300176706892,0.0,0.000408057593469314,7.33134217284877e-07,0.0017483836590984159,5.636456247228243e-06,0.0,0.0,1.8563011234992217e-05,0.0,0.0,0.0,0.00404157853073987,0.0026409366143333654,1.559019813063131e-06,0.00034864795785534994,0.00031907807127679586,0.01621673454161911,0.006414574695218282,0.0,0.0,0.0,0.0,0.0,0.0002748587882252607,0.0,0.0,2.7700026246099986e-07,0.00024443778781428843,4.093137707238362e-05,8.945411272249465e-06,6.471660566780865e-05,0.0,0.0,0.005307369885411027,0.0,0.0,0.1721038190313911,0.0,0.0,0.0,0.003999950147626144,0.0,0.0,0.0,2.196442360791646e-05,0.0,0.0013608334939468195,0.0,0.00044699458440352284,0.0,0.0,0.0,0.0,0.0,3.601003411992998e-06,0.0,0.00010415103186758438,0.06420476485148184,0.002043154450370691,5.192114520723494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.800501705996499e-05,0.0027890436478603888
PT:Parataenial_nucleus,0.0,0.0,4.6580449471962346e-05,4.383479029805098e-06,0.0012732424933556883,0.006228562057936865,7.527610047160698e-05,0.0004237363062144928,0.017284183641858034,0.014499123936042711,0.0,0.002227132009106762,5.118693580492827e-05,0.0011383063719383854,0.765259345473288,4.383479029805098e-06,3.649475205465454e-06,0.0,0.00592839903784872,0.00561315747787735,8.889346542080031e-08,0.0003175332279943786,0.0,0.029326288739787706,0.0,0.0008422074309944132,0.08028492905926247,0.0011796400453101632,0.008943610904710454,0.07055104230870997,0.0,0.0,0.00027981175227253217,0.06268915610910228,0.0021436892084146894,0.03760821576927921,0.0,0.0,0.0,0.0015099079127753653,0.008076670911242157,0.0,0.0,0.000426980384395754,1.7382300801413932,0.0,9.359669644365518e-05,0.0,0.006154846633506105,0.0035561720152123217,0.00048633140018558785,0.0,0.0013707487861211649,0.0,0.0,0.00010374936655537505,0.16294319168464863,0.0,0.1760058517638313,0.0,0.0568450524811803,0.0002323232201813728,0.00011859136942656814,8.889346542080031e-08,0.0013708353212595972,0.0026350991033477302,0.00468807636063334,0.0,0.0008237859857682844,0.0,3.129590805231381e-05,0.0010096324868149092,0.004822025257976599,0.0027628783842181337,0.04114273190851243,0.0008652413687031933,1.2248729550308876e-05,0.012823155255755248,0.0,0.0,0.0,0.0,0.00024081743219866306,1.7482332326958493e-05,0.00416645868702916,0.0,0.0,1.738661558461878e-05,0.0,5.500283172912019e-07,0.0,0.05046407900730015,0.0014114802475972414,0.000409863068768218,0.0012697229489560848,3.689078814963213e-06,0.3103979485665955,0.00024935672658366964,0.0,0.0,1.0788677341521053e-05,0.0,0.0,1.2822882386950444e-05,3.166829705616011e-07,7.055918817776025e-07,1.6667524766400057e-08,1.5556356448640053e-07,0.0,0.00010433636103247911,0.0006015710517857998,3.477323116923757e-06,0.00012182298176569629,1.1111683177600039e-08,0.0,0.0,0.003023212173211308,2.027882179912007e-06,0.0,0.0,0.0006858602487338772,5.555841588800019e-09,0.0,4.4446732710400155e-08,0.0,1.0228117736211894e-05,0.0001680705330215979,0.0,6.899623302164963e-05,0.0,2.83347921028801e-07,0.0,0.0,0.0,0.0026169369807936436,0.0,5.567135663361047e-06,0.0001606051221365809,0.00020493562526848873,0.00127267007832008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.668522201084653e-05
SSp_n,0.0,0.0,0.0,7.597218280334159e-06,0.011544138869472942,0.005750431282346176,0.002877256216331029,4.327630478058914e-05,6.7495947531894386e-06,1.183533591605776e-05,0.0002769531391285452,2.950985613022359e-06,5.13911005161447e-05,0.5187665057943959,1.7486159430355892e-05,0.0,0.19360686403372185,5.911389265235215e-05,0.0,0.0,0.0,0.0,0.0007068193066162738,0.0,0.661199145161792,2.991797116181179e-05,0.0,0.0,0.0,2.1535916282269558e-05,0.0,1.1427220884469562e-05,0.0,0.7597683613804024,0.0,0.0,0.0,9.96428546354571e-05,7.163988477571302e-05,0.0,0.0,9.73197383018012e-07,0.03207976522722289,0.0,0.0,4.444761132413151,0.0,0.0,0.0,0.0,0.0,0.0002064120255917235,0.0,0.010291563059982524,1.1615581668279498e-06,0.0,4.520658811438507e-06,1.1818303372584409,3.3057317558644086e-05,0.00990376800048065,0.0821616977350291,8.790169911130431e-07,1.1301647028596267e-06,5.3314497645003e-05,2.825411757149067e-07,1.4974682312890056e-05,2.699837901275775e-06,0.0,3.296313716673912e-06,8.852956839067078e-06,0.0,0.0,0.0,2.5428705814341604e-06,3.104813586467141e-05,1.745196726341304e-05,0.0,3.0074938481653403e-05,0.018225313040851482,0.0,0.724998432465795,0.0,3.026329926546334e-05,0.0,4.6116998569466444e-05,2.370240446079252e-05,0.0,0.0,2.1933568307002032e-05,0.00393062292456221,1.415068923032389e-06,0.0,1.0520186524570928e-05,0.00016431339041020243,3.1393463968322964e-08,0.0,0.0,0.0,0.7464973481543943,0.18950786880688142,2.112780125068136e-05,0.0,8.418185122682653e-05,0.0,3.296313716673912e-06,1.0454023501451548e-05,0.0001281517235984327,0.0,0.0,0.0,0.0,0.0,0.0,1.167431861501721e-05,0.0,0.00015383791473651734,0.0,0.0,0.00024373403688896092,0.0,0.0,8.161524774165111e-05,0.0,0.0,2.417296725560869e-06,1.6720564129818765e-05,0.0,5.065025929829154e-06,0.0,5.650823514298133e-07,0.0,0.0,1.1624020795386044e-05,0.0023750763884842507,0.00010058465855450678,0.0,0.0,0.0,0.0,2.1975424777826076e-06,0.0,0.0,0.5004303304982082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011590350558805203,0.042697162406313584,0.01577499028992418
SBPV:Subparaventricular_zone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.222645551424029e-07,0.0,3.4946243593552125e-06,0.0,0.00014823409462217041,0.0,0.0,0.0,0.0,0.00036453939487923986,0.00014877921276004733,1.7869846547939168e-05,0.0008172777636383635,0.0,0.0008669307277940937,0.0,8.686119289084806e-05,0.00023385109302435838,2.2678144996817947e-05,0.005351333395007662,0.0030254082051112277,0.0,0.0,0.0005911204877599559,0.0,0.004084723521994298,0.03295518267356176,0.00010001329380772734,0.0,0.0,2.7541531445995385e-06,6.024710003811489e-06,0.0,0.0,0.0004465454197687636,0.0006371971914932905,0.0,0.021608557931167127,0.0,0.12009333238845527,0.0032518381730524603,0.0006072449589423743,0.0,1.554035491904427e-05,0.0,0.0,0.0,0.002468222588822263,0.0,0.0006914540661059114,0.0,0.00019578304262378085,0.0,0.0,3.2890582205696115e-06,1.6342349043045561e-06,0.002353505076609684,3.102923880818729e-05,0.0,3.7001904981408127e-06,0.0,0.0,0.004399609775619237,0.002821070518355012,4.625079132266321e-06,0.00013227988685347657,2.1940743484396278e-05,0.0003648145303182011,0.0,0.0,0.0,0.0,0.0,0.0,0.0020170712363834498,5.139153469640018e-06,0.0,0.0,0.0,0.0,2.035104773977447e-05,0.0,5.85062935172334e-05,0.0,1.3361799021064046e-05,0.0001308941282362441,0.0005161963677158362,8.908994789545199e-05,0.00024732720327727315,0.0,0.0,2.0556613878560072e-07,0.0,0.0,0.0019383032238324133,3.7539291917440586e-05,8.999651090322733e-05,4.224241060675369e-06,5.75585188599682e-06,0.0,9.140872477406042e-05,0.0007940340774422995,0.0,4.316888914497614e-06,4.1113227757120144e-07,0.0,0.0,0.0,8.34612676905e-05,0.0,0.0,8.016761431819038e-07,2.0556613878560072e-07,0.0,1.6445291102848057e-06,3.16662076556852e-05,0.0,0.0,7.615923360228086e-06,0.0,0.0,1.0483873078065635e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7003584431660405e-05,6.0727087255930015e-06,0.0017705368818411052
NLOT,0.0,0.0,0.0,0.007450050179040369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013833972487631857,5.591481943684219e-05,0.0,0.0,0.0,0.0,0.0009615123649711129,0.0,0.0,0.0,0.0,0.04420020422508788,0.0,0.0,1.4659726798539053e-05,0.005260971109220932,0.007958579022535314,0.008482964432837019,0.001014342392240829,0.003442436979280722,0.0,0.0,0.0,2.568982820358748e-05,0.0,0.0,0.0,0.03020601189342685,2.9397610300922646e-05,0.0,0.0,0.0,0.0,0.02604016743374318,8.463914990512689e-05,0.0,0.0,0.0,0.0,0.00045351630296672354,0.005052578031850835,0.00011759044120369058,0.0,0.0,0.0,0.0,0.0006819018216826585,0.0,0.0027441104940486172,0.0005382204753937936,0.0,0.009952620699441571,0.0,0.0,0.0,0.0018025116220425656,0.0,8.623368705022972e-05,0.0,0.040887322441646286,7.706948461076244e-05,0.0,0.0,0.023931304182147266,0.0,0.0,0.0,0.0,0.0,0.0,0.0018366568528296098,0.0,9.90321907463594e-05,0.0005587162500993772,0.0,0.0,0.0,0.0,0.0,0.027764637318708305,0.0,0.0,0.0,0.00018091332114041186,0.0,0.0,4.0816467267005115e-05,0.00019501201027569113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019267371152690608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.033782559202773e-07,0.0009248338153291493
AHN,1.2182308242854317e-06,0.0,8.823732708939942e-05,6.077697282053776e-05,0.0007523393151833003,0.0011865598458600816,7.430511754896793e-05,4.6440698468104956e-06,0.0018204753799497143,0.0005760609566243884,1.1610174617026241e-05,0.0002597411503442047,0.0011261869378515453,0.0018019124168720372,0.0,0.0,0.0,0.0,0.005389628911940221,0.005297645004254391,0.0067527214460714555,0.01253770133349105,0.0,0.0125916987978394,0.0,0.0016135725463854922,0.004124105276549536,0.000743900811753182,0.193376190770907,0.08284983077061289,0.0,0.0,0.05658879543714822,0.00034830523851078716,0.017640273712748036,0.1398273052196665,0.0024271611119506026,0.0,0.0005503222768470438,0.00036079406194253953,0.0007892370104993051,0.0,0.0,0.008825150697236609,0.01845042827563368,0.0,0.12012381525030487,0.0,1.063216073067613,0.054171093321572536,0.015080169709681084,0.000253101806651172,0.0001975996179518147,0.0,0.0,0.0,0.06018583853048413,0.0,0.011954557572221962,0.0,0.014705501944897274,2.3220349234052482e-05,0.0,6.417720822077937e-05,3.11942078650222e-05,0.10165505949439228,0.0004581476667670582,0.0,0.001094448873109145,0.0,0.0,0.15278692640674507,0.05155617951357868,0.00011469932474994398,0.0029360006308115473,0.002459489087441562,0.00554555879355056,0.0,0.0,0.0,0.0,0.0,2.394746118595491e-06,0.03453180331463929,0.00010027688784496775,0.0,0.0,0.0,0.0,0.0003511173503890389,0.0,0.0014364995004809708,0.0,0.0003050227115909328,0.004198166200389913,0.008605124645057596,0.0020687559113626987,0.011188027409383319,0.0,0.0,4.382155041542259e-05,1.4368476711572946e-06,0.0,0.03949406486340606,0.0006695446768887151,0.0012505304790089826,6.0925531306104246e-05,0.00010009690918152688,0.0,0.001088593662622752,0.015636441187705817,0.0,7.513255053911005e-05,7.543201803878322e-06,0.0,1.4129002099713396e-05,0.0,0.0015893914756971567,0.00045279681006402334,0.0,8.798963660591663e-06,4.490024737517809e-06,0.0,2.8257010320636897e-05,0.001443611874985314,0.0,0.0,8.382962938748037e-05,0.0,0.0,0.00018061739001777933,0.0,7.198308262556269e-05,0.0,0.0,0.0,2.3220349234052478e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002045582733142176,0.00014657523202453072,0.0319517248380264
PVH,0.0,0.0,0.0,0.0018485729039682184,0.0004479120487904955,0.0021971219756437045,1.5882170397844558e-05,0.0002735258835811971,0.000778505591303959,0.0035919454995589017,0.0,0.0027075668913825422,2.8765720466234798e-05,0.0007649895460466207,0.004255856489395612,9.529302238706735e-07,0.0,0.0,0.0013823659977349671,0.0003467291234454013,4.246583986161543e-05,0.0023212474316071487,0.0,0.0022408871403640455,0.0,0.00018417621075804636,0.005862734720089292,0.0001830018439270426,0.005523475696274172,0.0067124229141185135,0.0,0.0,0.0008957148009554301,0.0016455340498386086,0.004461275864225395,0.10891227285686554,5.565684479711567e-06,0.0,0.0,1.8361020963996923e-06,4.016473335874326e-06,0.0,0.0,0.0004117363829289655,0.005104145827610952,0.0,0.002849682275840187,0.0,0.04867323425140236,0.6836909350154351,0.0005669392748463159,0.0,3.551768728041784e-05,0.0,0.0,0.0,0.12868105244087946,0.0,0.002273584687077314,0.0,0.005878346128812175,6.352868159137823e-07,2.5411472636551293e-06,4.800247132723217e-06,8.257206531904798e-05,0.004594723844604905,0.0002072981244961772,0.0,0.0011226938565286912,0.0,0.0,0.009724485068794246,0.0030568515196555085,4.451279075837193e-05,0.0003203499512103776,0.001206372761434681,0.022777935136837884,6.861097611868849e-05,0.0,0.0,0.0,0.0,0.0,0.014096969404751374,0.00013233424547193828,0.0,0.0,0.0,0.0,2.9701529133724902e-05,0.0,0.0003804212126889536,0.015315113480794057,3.7924321638187755e-05,0.00030166843525317405,0.0010893106923294622,0.00046009496774568223,0.0005671020286773728,0.0,0.0,1.8882324855796568e-06,0.0,0.0,0.0042454517892320095,0.00013005614996959434,0.0002468895178105499,1.0291341561259443e-05,8.40043248226563e-06,0.0,0.0010494745396537257,0.0017965890546907822,0.0,6.300324361699222e-06,6.000308915904021e-07,0.0,0.0,0.0017834393102694216,0.00013471671174321976,0.0,0.0,0.004715019513494985,3.0001544579520105e-07,0.0,2.4001235663616084e-06,8.243470252067037e-05,2.223503855698238e-06,0.0,1.9826067694844775e-05,0.0,0.0,1.5300787735555255e-05,0.0,0.0,0.0,0.010592358404778353,0.0,3.1764340795689116e-07,0.0,4.447007711396476e-05,0.000870385363620183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.999877012313183e-05,3.2142417901118514e-05,0.0031069871473388914
RCH:Retrochiasmatic_area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.411183763555205e-06,0.0,5.997530995109622e-06,0.0,4.218463370479917e-06,0.0,0.0,0.0,0.0,6.026376243542738e-07,3.175163467999211e-05,5.64473505422082e-06,0.00014111837635552048,0.0,0.0002776504054794865,0.0,0.00014850934201012306,3.527959408888012e-06,1.6228613280884854e-05,0.0006461739456903034,0.000619471512808734,0.0,0.0,0.00020321046195194949,0.0,8.128995383046643e-05,0.0005208723655859745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.220145422709068e-05,0.00019509615531150705,0.0,0.00024548813514944413,0.0,0.0048239977631107725,0.0005438116287966249,0.0007068662793819596,0.0,7.4087147586648254e-06,0.0,0.0,0.0,0.0004981300892438989,0.0,0.0002990954578987226,0.0,0.00032090685166376125,0.0,0.0,7.452647927283641e-06,2.1167756453328076e-06,0.0019064993473814568,1.1892107732795913e-05,0.0,6.995502573397634e-06,0.0,0.0,0.006699990961825811,0.0018102719042358722,1.311114030975188e-05,6.808961659153864e-05,2.8997902858988002e-05,0.0006142054284305096,0.0,0.0,0.0,0.0,0.0,0.0,0.0013914914348650738,2.9912215374619615e-05,0.0,0.0,0.0,0.0,3.613207339669987e-05,0.0,2.9987654975548105e-05,0.0,2.2931736157772078e-05,6.846986681486996e-05,0.00024209079386676958,4.8333043901765774e-05,0.00013476804941952209,0.0,0.0,1.9089470860756326e-05,0.0,0.0,0.0011927037108134932,3.4011215414473745e-05,5.939193174837167e-05,1.0583878226664038e-06,9.878286344886434e-06,0.0,1.0583878226664038e-06,0.0002606030911949914,0.0,8.0113523830191e-06,7.055918817776025e-07,0.0,0.0,0.0,0.00027606254389821904,0.0,0.0,0.0,3.527959408888012e-07,0.0,2.82236752711041e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7992592985328863e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004160328770245182
AIp,0.0,0.0,1.674038388654437e-05,0.0002946799817826582,0.0,0.0,7.914958188377184e-05,0.0002489211379451008,0.00026180246315401454,0.00045906757492587667,0.05659913320483348,0.0005178732437032059,0.002223329004334985,0.002131502274458687,0.013632923044440482,1.1314597179322764e-05,0.013003173007369785,0.08173674773460984,0.0,0.0,0.0,9.84728463914375e-07,0.04464907185324963,0.0,0.00670052542298801,0.013856776172406953,0.0,0.0,0.0,0.013331159503727662,0.0,0.010156238691776388,0.0,0.35182330767003117,0.0,0.0,3.282428213047916e-05,0.14522876246110614,0.0823252068539487,8.20607053261979e-06,2.9541853917431242e-05,4.057691142401418e-05,0.0,0.0,0.0,0.00025810744838123783,0.0,0.0,0.0,0.0,0.0,0.44328639883005494,0.0,0.007152626966935254,4.50543773799932e-05,0.0,0.000175346766019433,0.08099155123413868,0.0012822232265171038,0.1678156816249879,0.0003256127184834512,5.149207403293259e-05,4.383669150485825e-05,0.0008938246283708699,1.3302791704349586e-05,0.0005882602112324695,0.00010940822291787586,0.0,0.0001278570168891699,0.0050842899311054025,0.0,0.0,0.0,0.0001240903995394073,0.001212777278392959,0.0009155862146700849,0.0,0.0023949192729632923,0.0018683434241482404,4.921599539083548e-05,6.796494601591566e-05,0.0,0.0012275935202318764,0.0,0.02043569296756492,0.0,7.537337001335521e-05,0.0,1.4061712968810136e-05,0.0,0.0,0.0,0.006524283281931099,0.05506440301815141,1.2176858751349513e-06,0.0,0.0,0.0,0.0008248902880850573,0.0038909614195296576,0.02772802674547263,8.534313353924582e-06,0.004926967213696272,3.151131084526e-05,0.0006549286470444659,0.0009925439136592295,0.0004539902174696494,0.0,0.0,0.0,0.0,0.0,0.0,7.5495848900102065e-06,0.0,0.0010106101522133009,0.0,0.0,0.021186900249466675,0.0,2.9541853917431245e-06,6.453735138215241e-05,0.0,2.545784365347622e-05,9.376181238539126e-05,0.0032771740008644495,0.0,0.00019289944094812153,0.0,0.0035730694413690753,0.0,0.0,0.004464974831832418,0.0007613865007038635,0.012550885376592234,0.0,0.0,0.0,0.0,8.52380112594466e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000826808709216632,0.0019473852053557617,0.00022797584473157592
